,decode_batch,decode_len,cu_mask,avg_duration_2d_us,avg_duration_3d_us,avg_duration_reduce_segment_us,avg_decode_duration_us,avg_duration_2d_us_baseline,avg_duration_3d_us_baseline,avg_duration_reduce_segment_us_baseline,avg_decode_duration_us_baseline
75,1,16384,64.0,,129.817,4.731,134.548,,72.486,4.396666666666667,76.88266666666667
76,1,16384,96.0,,127.10433333333333,4.610666666666667,131.715,,72.486,4.396666666666667,76.88266666666667
77,1,16384,304.0,,72.486,4.396666666666667,76.88266666666667,,72.486,4.396666666666667,76.88266666666667
78,1,2048,128.0,,16.531000000000002,4.236,20.767000000000003,,15.395000000000001,4.530666666666666,19.925666666666668
79,1,2048,160.0,,17.519666666666666,4.810666666666667,22.330333333333332,,15.395000000000001,4.530666666666666,19.925666666666668
80,1,2048,32.0,,44.30133333333333,4.477,48.778333333333336,,15.395000000000001,4.530666666666666,19.925666666666668
81,1,2048,64.0,,25.204333333333334,4.008666666666667,29.213,,15.395000000000001,4.530666666666666,19.925666666666668
82,1,2048,96.0,,26.781000000000002,4.356333333333334,31.137333333333338,,15.395000000000001,4.530666666666666,19.925666666666668
83,1,2048,304.0,,15.395000000000001,4.530666666666666,19.925666666666668,,15.395000000000001,4.530666666666666,19.925666666666668
84,1,256,128.0,,7.697666666666667,4.704,12.401666666666667,,8.004666666666667,4.049333333333333,12.054
85,1,256,160.0,,9.087666666666665,4.971,14.058666666666666,,8.004666666666667,4.049333333333333,12.054
86,1,256,32.0,,12.228,5.238666666666667,17.46666666666667,,8.004666666666667,4.049333333333333,12.054
87,1,256,64.0,,7.724333333333333,4.757333333333333,12.481666666666666,,8.004666666666667,4.049333333333333,12.054
88,1,256,96.0,,7.483999999999999,4.396666666666667,11.880666666666666,,8.004666666666667,4.049333333333333,12.054
89,1,256,304.0,,8.004666666666667,4.049333333333333,12.054,,8.004666666666667,4.049333333333333,12.054
90,1,4096,128.0,,24.37633333333333,4.891000000000001,29.267333333333333,,26.768,5.252,32.02
91,1,4096,160.0,,27.048333333333332,4.891333333333333,31.939666666666664,,26.768,5.252,32.02
92,1,4096,32.0,,70.30766666666666,4.650333333333333,74.958,,26.768,5.252,32.02
93,1,4096,64.0,,41.495,4.3566666666666665,45.85166666666667,,26.768,5.252,32.02
94,1,4096,96.0,,41.428333333333335,4.476999999999999,45.90533333333333,,26.768,5.252,32.02
95,1,4096,304.0,,26.768,5.252,32.02,,26.768,5.252,32.02
96,1,512,128.0,,6.989999999999999,4.089666666666667,11.079666666666666,,8.967,4.33,13.297
97,1,512,160.0,,8.432666666666668,3.969,12.401666666666667,,8.967,4.33,13.297
98,1,512,32.0,,18.308333333333334,4.437,22.745333333333335,,8.967,4.33,13.297
99,1,512,64.0,,10.651000000000002,4.089333333333333,14.740333333333336,,8.967,4.33,13.297
100,1,512,96.0,,10.797333333333334,4.182666666666666,14.98,,8.967,4.33,13.297
101,1,512,304.0,,8.967,4.33,13.297,,8.967,4.33,13.297
102,1,8192,128.0,,39.63733333333334,4.4766666666666675,44.114000000000004,,40.025333333333336,5.077999999999999,45.10333333333334
